gene	pLI
FAM19A3	3.6668e-05
FKBP14	1.5229e-06
ZNF221	7.6431e-04
EPHX3	1.6489e-15
SLC35E2	7.6215e-04
MOGAT3	1.8376e-12
ALDH3B2	3.1881e-13
TIRAP	7.6118e-04
PRSS46	3.6604e-05
TP53I3	5.9516e-11
PDYN	1.7033e-04
OBP2A	1.5163e-06
PLIN5	1.0481e-11
FAM166A	1.8249e-12
GOLGA6L6	2.2875e-19
TMEM156	3.3366e-10
SHISA3	3.6402e-05
AC110619.2	1.3399e-02
AC011366.3	4.1766e-01
HCAR1	7.5927e-04
DTD2	7.5939e-04
SCIN	1.7180e-36
APOBEC3D	1.3595e-18
PDE6G	1.3418e-02
RP11-322L20.1	5.1167e-02
FFAR1	7.5686e-04
TAC4	3.6126e-05
ZNF780B	3.2592e-03
RLN3	1.3378e-02
TMEM247	3.6077e-05
PRSS35	3.2800e-10
ZNF788	1.3342e-02
MGP	3.6072e-05
PI3	1.6965e-01
LCE1E	1.6972e-01
PCDH11Y	1.6811e-04
C6orf52	3.6111e-05
ATP5G2	7.4577e-06
PTRH1	1.6798e-04
PTPN20B	5.1059e-02
GP1BA	3.2325e-03
PEX11G	5.4033e-08
APOH	1.5614e-15
KRTAP10-1	1.6762e-04
OR5AC2	1.3314e-02
ATOH7	5.0896e-02
CAPSL	2.8442e-07
GPR42	5.0905e-02
FAM173B	1.7847e-09
AHSG	3.2090e-10
ISX	3.5552e-05
AC096582.1	4.1594e-01
SMIM18	1.6897e-01
LRRC52	7.3202e-06
KRT33B	4.4301e-17
PSCA	1.6856e-01
OR4C5	3.2052e-03
ZNF253	3.2064e-03
S100Z	1.3210e-02
MRPS14	1.6481e-04
XG	9.6910e-09
SERPINA4	9.7276e-09
OR5V1	1.3153e-02
FAM221A	1.7027e-12
S100A10	1.6843e-01
WDR55	5.0372e-14
DGAT2L6	5.5267e-11
MPLKIP	1.6384e-04
CDKL4	5.0101e-14
CD5L	4.2297e-17
DEXI	4.1450e-01
RP11-62N21.1	5.0351e-02
TCEANC2	2.7615e-07
KCNK7	3.4780e-05
CNTNAP3B	9.5945e-29
C9orf62	3.1634e-03
NDUFB7	3.1709e-03
BTN3A3	1.1892e-18
PLSCR5	3.0759e-10
PABPC3	8.4423e-15
LCA10	1.6221e-04
APOBEC3G	5.6720e-21
ZNF778	7.1255e-06
C1orf195	1.6768e-01
MMP26	5.3574e-11
NDUFB6	1.6201e-04
CTC-429P9.4	1.3008e-02
LL22NC03-63E9.3	1.6727e-01
OR2M4	3.1458e-03
SLC2A7	5.5393e-21
SLC25A47	8.2217e-15
RTBDN	3.0152e-10
THAP8	1.4014e-06
C6orf118	3.2403e-20
CAMK2N1	1.6681e-01
ZNF688	7.0023e-06
TMEM253	1.3919e-06
RIMBP3B	4.1247e-01
SOD3	7.2272e-04
CSDC2	3.1220e-03
ZNF506	1.6558e-09
RP11-484M3.5	1.6658e-01
RP11-597K23.2	4.9813e-02
ZNF224	3.1252e-03
OR10A2	3.1211e-03
MOK	8.8397e-22
MED18	1.5906e-04
S100A13	4.9652e-02
MRPS26	1.3667e-06
ZNF587	4.9557e-02
HMSD	1.2863e-02
C4orf26	4.9615e-02
POTEH	5.1283e-11
OR52A5	6.9060e-06
TMSB4X	4.1205e-01
SLC22A1	1.4614e-22
PCDHB14	4.5527e-14
PLET1	6.8789e-06
KCNJ16	8.8743e-12
TEKT5	3.0810e-20
DCD	1.5781e-04
TMEM81	3.0983e-03
ZNF528	7.1373e-04
FAM26D	7.1349e-04
PCTP	8.7596e-12
CTXN1	4.1125e-01
GGTLC1	3.3367e-05
FAM219B	1.5708e-04
RP11-352D3.2	1.2801e-02
N6AMT1	6.8181e-06
TNFSF4	4.9378e-02
PGAM1	2.5841e-07
ZNF425	3.3190e-05
DECR1	4.4689e-14
IL20	1.3447e-06
CTD-2117L12.1	4.9232e-02
ZNF211	4.9782e-11
OR6C3	3.0733e-03
DTWD1	2.8135e-10
OR51B2	1.2734e-02
BEAN1	6.7615e-06
GSTA2	2.5611e-07
STX19	2.5612e-07
AMY2A	8.5411e-12
RTP2	6.7109e-06
LRRC26	1.2698e-02
U2AF1L4	6.7118e-06
SMCO1	1.5503e-04
CFD	6.7045e-06
KRTAP10-8	3.2911e-05
IGSF5	3.6345e-17
ST6GALNAC2	7.4720e-15
MAP1LC3B2	1.2693e-02
KCTD21	3.0552e-03
GPNMB	2.8803e-27
ZNF837	1.3275e-06
C1orf87	6.1824e-25
POTEG	4.8749e-11
C19orf52	1.5460e-04
CERS4	1.3519e-22
DEFB123	4.0956e-01
AADACL4	1.5430e-04
HPCAL4	3.2705e-05
KRTAP5-3	1.6438e-01
COX6C	4.8848e-02
AGRP	6.9912e-04
MRPS11	4.6918e-08
ASB12	6.9764e-04
POLE4	6.9897e-04
OR51E1	3.0352e-03
TOP1MT	2.4353e-34
ZNF749	4.8846e-02
C21orf49	1.6434e-01
C7orf55	1.2631e-02
OR51B4	6.9519e-04
OR51E2	1.5308e-04
GNG8	1.6400e-01
ZNF543	3.5236e-17
RP11-1C1.5	1.2566e-02
TMEM220	1.3033e-06
CRISP2	1.4437e-12
C9orf85	3.2225e-05
CA1	4.7481e-11
PRND	1.2539e-02
C3orf35	4.8577e-02
DEFB126	4.0842e-01
MAGEF1	3.0065e-03
CNR2	6.5369e-06
CTD-2207O23.12	4.0842e-01
SLC25A48	1.5155e-04
ADRB3	2.4637e-07
DECR2	2.6455e-10
PRH2	1.2493e-02
VSIG4	1.4953e-09
RPL36AL	4.8413e-02
PTS	6.4613e-06
ZFAND2A	2.9921e-03
C12orf60	4.8314e-02
PRTFDC1	2.3671e-13
EXOSC8	6.9378e-15
FAM203A	1.2417e-02
UQCRQ	4.8250e-02
C1orf170	1.1667e-15
CMTM3	1.4974e-04
UNC93A	1.1634e-15
ENO3	1.5718e-19
GPX2	1.4995e-04
GCHFR	4.8251e-02
RFPL1	1.2421e-02
PIP	6.8286e-04
AC093157.1	4.0694e-01
TRIM54	5.5065e-18
GALR2	6.3829e-06
RP11-520P18.5	4.8050e-02
ADI1	3.1509e-05
TBC1D29	6.7880e-04
SBK3	6.7934e-04
FRAT2	4.7967e-02
BLOC1S6	8.0385e-09
USMG5	4.8038e-02
SAA4	1.2346e-02
KRTAP4-5	1.6174e-01
AP000350.10	4.3956e-08
DEFB1	4.0590e-01
VIMP	1.4301e-09
TMEM255B	7.7218e-12
KRT33A	3.1937e-17
C11orf52	3.0999e-05
MIF	1.2262e-02
IL1R2	6.5372e-15
C1orf131	4.4098e-11
HSBP1L1	4.7800e-02
PYURF	1.6154e-01
HBM	1.2271e-02
CACNG6	3.0970e-05
TM2D3	7.9392e-09
UGT2B28	5.2426e-18
AL450307.1	2.9332e-03
GIMAP2	4.0527e-01
ASB14	1.1236e-22
CXCL9	2.9304e-03
ZNF433	1.2227e-02
RILP	4.3414e-11
ISG15	4.0527e-01
ONECUT3	2.9219e-03
AGXT2	3.7108e-28
AP000350.4	4.0483e-01
ZNF138	4.7594e-02
THRSP	2.9238e-03
RAET1E	2.3144e-07
CTRC	1.2851e-12
PLAC9	2.9210e-03
DEFB127	4.0494e-01
C2orf72	1.6112e-01
DUSP23	6.6600e-04
HYAL4	3.0998e-17
OR4B1	2.9268e-03
FAM9B	3.0570e-05
ZNF880	2.9110e-03
OR52W1	6.6442e-04
ZNF439	1.2179e-02
C1orf192	6.1884e-06
RERGL	2.4541e-10
SELO	5.1473e-18
ICAM4	1.2077e-06
NKG7	1.4538e-04
NXF5	3.7443e-14
ZNF593	6.6476e-04
C3orf18	6.6265e-04
RGR	2.4228e-10
MRPS6	6.6140e-04
MRPS17	1.2147e-02
PACRGL	1.2636e-12
ZNF90	2.9038e-03
ISG20	2.8990e-03
PTH	1.2093e-02
SAMD5	1.2095e-02
AL645608.1	1.2096e-02
L34079.2	2.8967e-03
GOLGA6B	1.2579e-12
RP11-664I21.6	4.0392e-01
C21orf58	1.2579e-12
PATE3	4.7274e-02
GATC	6.5888e-04
ABHD14B	1.4378e-04
SERPINA10	4.1522e-11
TLCD2	6.0895e-06
GIMAP1	4.0351e-01
MMP27	6.3444e-22
FKBP7	4.1828e-08
PCP2	3.0021e-05
MUC3A	4.0349e-01
EIF3CL	1.2059e-02
CBR4	6.0745e-06
CEACAM21	1.2439e-12
ZNF561	3.0091e-05
PAQR4	1.1796e-06
COX18	6.0435e-15
C19orf25	4.0313e-01
CYSLTR1	1.2030e-02
ASAH2B	1.5960e-01
DAO	6.2271e-22
NTF4	1.2031e-02
AC040977.1	4.7001e-02
SLC38A11	6.0327e-15
OOEP	1.4291e-04
ANKRD60	2.9807e-05
MT1F	4.6878e-02
RXFP4	6.0080e-06
CTB-167G5.5	2.8638e-03
CD52	4.0282e-01
C5AR1	4.0249e-01
ELP5	2.0780e-13
AP000889.3	6.5002e-04
TRIM49C	1.4152e-04
ZNF140	1.1679e-06
C1orf168	1.3041e-41
CEACAM18	7.4073e-09
ZNF648	1.1993e-12
CCDC59	4.0319e-11
GALP	2.9414e-05
TMED1	1.1564e-06
CMTM2	2.9425e-05
ZNF280A	4.0170e-08
RBP1	5.9233e-06
AADACL3	1.1889e-02
OR2F2	2.9273e-05
NXNL1	1.1891e-02
FPR2	4.0137e-01
C11orf45	1.1920e-02
DAOA	1.4043e-04
ZNF705A	6.4453e-04
MSR1	2.1571e-20
C16orf89	1.6287e-16
C5orf48	6.4286e-04
DNAL4	2.8273e-03
MVD	2.7438e-17
COX6B2	6.4242e-04
PSKH2	7.2081e-09
XAF1	6.8151e-12
PTPLA	1.2914e-09
AP000758.1	4.0102e-01
GRXCR1	3.9439e-11
SDPR	7.2412e-09
MRPL52	2.1598e-07
PTRH2	6.3822e-04
MOB3A	2.9101e-05
C5orf58	4.6419e-02
COMT	1.1377e-06
CMC4	1.5810e-01
RP13-512J5.1	1.5818e-01
CNBD1	4.4866e-18
PPY	1.1810e-02
GKN1	1.1309e-06
C5orf49	1.1792e-02
C22orf34	1.3821e-04
RP4-758J18.2	1.1799e-02
MTHFSD	6.5987e-12
C2orf68	5.7612e-06
C18orf56	1.5771e-01
AGMO	6.7791e-26
CSN3	1.1763e-02
PKIB	4.6118e-02
PYY	1.1784e-02
NKG2-E	2.1937e-10
TCTEX1D4	1.1783e-02
APITD1	5.7500e-06
APITD1-CORT	5.7500e-06
RCN3	3.8085e-11
THEM6	4.6080e-02
CPLX4	1.3620e-04
GPR15	1.1106e-06
OR2A14	1.3677e-04
NKX1-2	2.7809e-03
MZT1	4.5971e-02
ZNF549	2.7791e-03
GPR55	2.8503e-05
ZNF700	2.7684e-03
PLA2G7	5.3314e-22
PRSS57	2.8309e-05
SPAG16	1.4037e-34
LIPT1	3.8254e-08
XXcos-LUCA11.5	1.5663e-01
HIST1H1D	1.5610e-01
ACTRT3	3.7565e-08
CSNK2A3	2.1007e-10
C16orf13	2.7974e-05
GALR3	1.3455e-04
WFDC11	2.7408e-03
GAST	2.7394e-03
NEURL2	1.3395e-04
CIDEA	5.5761e-06
AC005609.1	1.1550e-02
TSSK1B	1.3409e-04
EFCAB4A	3.6358e-11
SPACA5	3.9716e-01
CRYBB3	3.5766e-11
GNA14	2.4256e-17
GNG4	1.5575e-01
RHBDD1	1.0582e-12
IZUMO4	3.0023e-14
AC132216.1	4.5338e-02
HOXB13	3.6879e-08
TMEM256	6.1452e-04
IQCG	3.0220e-21
SLC16A13	3.5696e-11
GTF2H5	4.5238e-02
SMIM15	1.5518e-01
CSN1S1	1.4185e-16
GLYAT	3.6418e-08
PDZK1	1.1586e-09
NDUFA6	1.3244e-04
DEFB128	3.9598e-01
LRRC3	2.7024e-03
IL31	1.1445e-02
C6orf100	3.9610e-01
PTGDR2	2.7025e-03
TCN1	2.3229e-17
FADS6	1.1478e-09
WFDC1	3.4678e-11
C14orf64	2.6919e-03
TRIM52	1.1417e-09
OR8H3	1.1400e-02
RARRES2	2.7160e-05
ADM5	3.9555e-01
C3orf65	3.9559e-01
LCN2	1.1404e-09
ZNF814	4.4817e-02
TREML2	1.1362e-09
LRRC10B	4.4884e-02
ZNF117	3.9531e-01
MBL2	2.6836e-03
ANKRD22	1.1192e-09
CCDC107	6.3474e-09
APOA2	4.4800e-02
SPESP1	3.9465e-01
FAM213A	1.9627e-10
HINT2	5.3536e-06
RPS19BP1	2.6748e-05
TMEM150B	3.5074e-08
RPEL1	1.1285e-02
EPSTI1	3.3095e-25
LIPI	1.0155e-19
AKR1C4	2.2341e-17
AL050302.1	4.4623e-02
MGST1	2.6577e-03
TPRG1	1.9365e-10
CCL23	5.9735e-04
SERPINA5	6.2368e-09
TSSC4	4.4493e-02
WFDC12	4.4550e-02
MORN2	1.5342e-01
RGPD3	1.4598e-50
SCRG1	4.4451e-02
XRCC3	1.9134e-10
LEFTY1	9.6756e-13
HCFC1R1	5.9302e-04
OR5AK2	5.9331e-04
MRPS34	2.6375e-03
ACN9	2.6353e-03
SSX4B	1.5282e-01
MAGEC3	7.6566e-16
AMY2B	5.8844e-30
C21orf62	2.6248e-03
OR2AE1	1.1172e-02
PRR4	4.4222e-02
HES2	2.6323e-03
SLX1B	4.4220e-02
PROX2	5.5007e-12
RGPD6	3.9245e-01
SURF1	1.5883e-13
C12orf71	2.6210e-03
RP11-47I22.3	4.4082e-02
CBWD6	9.8278e-07
RP11-944C7.1	1.5197e-01
APOL1	5.1357e-06
NUDT16L1	1.2536e-04
AP003774.4	3.9183e-01
HSD17B2	1.8462e-10
SSSCA1	1.8426e-07
TEX13B	1.1098e-02
ZNF121	3.9211e-01
FAM136A	5.8595e-04
SPANXN1	3.9191e-01
LRRC14B	1.0572e-09
RD3	2.5702e-05
UCN3	4.3878e-02
S100B	4.3870e-02
SMR3A	3.9147e-01
VAMP5	1.1061e-02
DNAJC4	1.8113e-10
STOML3	2.5754e-14
C9orf173	9.1242e-13
TXN2	2.5584e-05
C14orf79	5.3599e-12
LYZL1	9.7227e-07
IL17C	1.2430e-04
TMSB15A	3.9053e-01
SAPCD1	1.8051e-07
DYNAP	2.5806e-03
SAC3D1	5.7480e-04
CD1E	3.2556e-18
AC092675.3	1.0944e-02
AC026407.1	1.5094e-01
CDC42EP1	2.5355e-05
IL37	1.2343e-04
ZNF124	1.0911e-02
IZUMO3	3.0367e-11
PROZ	1.1759e-16
MRPS10	1.0138e-09
CCDC96	1.9555e-17
SLC22A18AS	2.5627e-03
AC009365.3	1.5063e-01
SLC7A13	1.4830e-13
POLR3G	1.7611e-10
VIPR1	7.4401e-27
OR13G1	1.5033e-01
PHLDA2	1.5046e-01
DEPDC4	1.0075e-09
KLRG2	5.1131e-12
OR11A1	2.5494e-03
RP11-180C1.1	1.5002e-01
ART1	5.1026e-12
C20orf141	4.3255e-02
CHST13	1.2130e-04
MRFAP1L1	2.5481e-03
GRP	2.5347e-03
MS4A2	5.6048e-09
KIR3DL3	1.2102e-04
MFSD7	3.0952e-18
SYCE1L	2.4274e-14
PF4	4.3062e-02
RP11-661C8.3	3.8843e-01
TMSB15B	3.8882e-01
UGT2B15	2.2864e-21
PROL1	3.8851e-01
C22orf24	1.4945e-01
OR5W2	5.6247e-04
DHRS1	3.9562e-15
BCL2L10	1.0760e-02
RFPL4A	4.2929e-02
PAEP	3.1109e-08
C12orf77	5.5995e-04
OR56A1	5.5987e-04
RPRM	1.4925e-01
C11orf94	4.2904e-02
PPAPDC2	5.6067e-04
FAM86B2	4.8114e-06
PLA2G2E	2.4363e-05
NEIL2	2.8655e-11
TACR3	1.8068e-17
PATE2	5.5790e-04
TUSC1	4.2737e-02
TMEM158	1.4862e-01
AC092964.1	3.8696e-01
AC007204.1	1.4865e-01
ASGR1	3.8718e-15
LACRT	1.1870e-04
APH1B	2.8377e-11
UCP3	9.5517e-10
HIST1H4J	3.8683e-01
ECHDC3	4.7572e-06
RETNLB	4.2650e-02
IFI27	1.0698e-02
MIIP	1.3121e-20
KRTAP10-4	8.1939e-13
OR52D1	5.5635e-04
SMR3B	3.8712e-01
LYPD1	5.5354e-04
PSORS1C2	2.4913e-03
LSM2	2.4045e-05
IL36G	1.1765e-04
OST4	3.8665e-01
SPATA6L	1.0446e-16
POTEB2	4.2457e-02
ZNF229	8.9514e-07
NTN5	3.7923e-15
CRCP	8.9725e-07
RP11-497E19.2	1.4816e-01
GJB4	5.5114e-04
GJB6	1.6580e-07
C2orf50	1.1749e-04
ATG12	4.6926e-06
RP11-343C2.9	2.3766e-05
AC114783.1	8.9231e-07
HYI	2.2375e-14
APOLD1	1.1689e-04
FBXO36	8.9256e-07
AC004076.7	3.8582e-01
HTN1	4.2320e-02
TMED5	5.2721e-09
OR1A1	1.1603e-04
RP11-166B2.1	2.9717e-08
H2BFWT	2.4619e-03
NPPA	5.4522e-04
SENP8	5.4686e-04
AC002472.13	6.2030e-16
OR5C1	1.1562e-04
OR6N1	1.1560e-04
SULT1A4	3.8477e-01
C11orf35	3.7854e-26
LENG1	1.5816e-10
SLCO1B7	3.8127e-26
UGT1A10	4.5886e-19
APIP	2.6927e-11
CTD-2203A3.1	1.4738e-01
CEBPZ-AS1	1.0510e-02
PPP1R1C	2.3484e-05
OR10H2	2.4515e-03
CNTF	2.3384e-05
ZFP2	1.6618e-17
SMIM2	4.1965e-02
RP11-171N4.2	1.4697e-01
ODF3L1	1.5657e-10
SPATA31A2	3.8423e-01
C8orf86	2.3242e-05
CTF1	4.1899e-02
MYADML2	1.1436e-04
AC002365.1	2.3223e-05
AC008686.1	4.1904e-02
RP11-451M19.3	1.0446e-02
ATXN7L3B	1.4683e-01
GSTO1	5.0916e-09
PCDHB13	4.4828e-12
RP11-706O15.1	1.4637e-01
OSTN	5.3727e-04
GGTLC2	2.3206e-05
AC093802.1	4.1827e-02
MROH5	1.0417e-02
CLC	2.3026e-05
ZNF222	5.3339e-04
TRAPPC2	2.4140e-03
TMEM27	1.1309e-04
CD70	1.0394e-02
CLDN23	2.2989e-05
RP11-362K2.2	4.1623e-02
SPANXN3	3.8315e-01
LINC00998	3.8247e-01
RESP18	8.7160e-10
SIRPG	3.4760e-15
GLIPR1	2.0720e-14
TMPRSS11B	4.2885e-19
TMEM37	2.3933e-03
LILRA2	6.9073e-20
C3orf55	2.3940e-03
CCL8	4.1412e-02
THAP2	1.5504e-07
TMA7	2.3931e-03
LGALS7	1.4567e-01
OR2F1	2.2802e-05
PSPN	1.1172e-04
KRTAP4-11	2.2612e-05
KRTAP5-11	3.8177e-01
C9orf57	1.1153e-04
VMAC	4.1351e-02
OR6C76	2.3904e-03
FKBP1C	4.1342e-02
SELK	1.1124e-04
C5orf66	5.2699e-04
LNP1	4.4338e-06
AC106876.2	1.0298e-02
ANGPTL7	9.1680e-17
ZNF582	5.2539e-04
C11orf65	2.0163e-14
LY86	2.2513e-05
TUSC5	5.2419e-04
GAL	4.3885e-06
CLDN14	1.1061e-04
CCL11	1.0211e-02
MYL2	2.7303e-08
PGBD3	4.1167e-02
RP11-1021N1.1	1.0224e-02
ARHGAP8	8.5171e-28
OR5J2	2.3661e-03
CCL13	4.0987e-02
NPY4R	8.2144e-07
CTD-2370N5.3	5.1939e-04
OR6B1	4.3351e-06
TMEM176B	1.4172e-10
C1orf115	4.0906e-02
CCL14	1.0929e-04
FAM166B	8.2990e-10
SNN	1.4400e-01
IL33	8.2925e-10
OR5R1	5.1866e-04
CCL26	1.0114e-02
TTC23	7.3763e-24
MMACHC	1.1402e-13
ZNF284	1.0802e-04
ZNF30	2.3338e-03
TRNP1	3.7880e-01
C11orf24	2.3262e-03
PRRG3	7.9468e-07
RGS9BP	2.3224e-03
OIP5	1.4649e-07
C1orf122	1.4325e-01
ZNF714	4.0598e-02
FAM109A	1.0042e-02
MYL12A	5.1197e-04
NCMAP	4.0542e-02
B3GALT5	2.1595e-05
PINX1	4.5977e-09
FBXO48	1.0680e-04
TMEM196	4.2115e-06
EFCAB9	1.0712e-04
G0S2	3.7788e-01
COX6A1	2.3136e-03
C11orf44	2.3130e-03
C11orf91	1.0029e-02
RP11-343C2.12	2.3091e-03
C17orf89	1.4285e-01
CALML6	2.6089e-08
C6orf223	5.0936e-04
APOC3	1.0024e-02
IGIP	3.7789e-01
BLVRB	4.1869e-06
SHISA8	3.7777e-01
TMEM129	2.3074e-11
HEBP1	4.1767e-06
AL590708.2	3.7751e-01
SPATA31A1	3.7761e-01
PLD6	2.3012e-03
AC110615.1	1.4254e-01
GIPR	1.9703e-29
C22orf46	2.3074e-03
PHGR1	1.4245e-01
AC002553.1	1.4242e-01
ZNF43	5.0468e-04
ZNF254	5.0407e-04
TRIQK	9.9534e-03
GEMIN6	1.0596e-04
DEFB105A	3.7719e-01
AC135048.1	1.4211e-01
FBXO27	2.2725e-11
ZNF610	1.0546e-04
AC023590.1	3.7657e-01
CSH1	2.1264e-05
TREML4	7.7513e-10
TRIM61	1.0554e-04
GIMAP6	1.4212e-01
DDC8	3.7682e-01
SLC25A52	5.0170e-04
CRIP1	4.9848e-04
MS4A14	7.7109e-07
OR2G6	4.9951e-04
MMP8	1.0661e-24
SPDYE2B	3.7648e-01
PKIA	1.4180e-01
OR4F17	3.7614e-01
UQCR10	1.4162e-01
PGLYRP4	2.9387e-15
RNF224	3.9980e-02
PRKRIP1	2.2336e-11
NPVF	1.0444e-04
ATPIF1	1.0367e-04
PKD1L2	2.0902e-05
CNPY4	1.0277e-13
METTL20	4.2985e-09
LHB	2.2475e-03
TOMM7	9.7668e-03
DLEU2L	3.7476e-01
C4orf46	3.9595e-02
WFDC9	9.7671e-03
SCO2	7.5473e-07
LY6G6C	4.9312e-04
A3GALT2	1.2823e-10
ST20	3.7485e-01
RP1-228P16.5	3.9518e-02
TRIM73	1.0272e-04
SNTN	1.0257e-04
C1orf194	3.9833e-06
KRTAP29-1	4.2651e-09
CLNK	1.7251e-29
PGAM2	1.3574e-07
COMMD8	7.3184e-10
LPAR4	2.2346e-03
ZNF443	4.8827e-04
C1orf68	1.3581e-07
LSM3	3.9529e-06
TYW1B	5.4289e-20
BPIFA3	5.9419e-13
RP11-849H4.2	2.4042e-08
OR2W3	1.0132e-04
CDC42EP2	3.9267e-02
LSMEM2	7.3629e-07
CTXN3	1.3992e-01
MPV17L	7.3866e-07
AL031590.1	3.7335e-01
AC018867.2	3.7315e-01
C19orf69	3.9196e-02
HNRNPCL1	3.7278e-01
TNFRSF6B	3.8740e-06
TEDDM1	2.2029e-03
C8orf22	1.0013e-04
LGALS16	1.0017e-04
MTNR1A	7.2327e-07
CLPS	9.5685e-03
CYSLTR2	9.9817e-05
METTL23	1.3147e-07
MRP63	1.3887e-01
C22orf39	1.9976e-05
SPRR4	3.8928e-02
AURKAIP1	9.9678e-05
OGFOD2	3.4370e-12
OR4K5	9.9425e-05
HOGA1	1.5812e-14
C9orf47	9.9199e-05
SPINK13	4.7605e-04
LAMTOR5	3.8329e-06
KCTD14	2.1830e-03
FBXO17	5.6825e-13
AMH	3.3974e-12
NDUFA13	3.8049e-06
NIT2	1.1471e-17
ACSF3	2.3246e-26
C22orf26	3.8713e-02
OR1Q1	4.7324e-04
GZMH	1.2818e-07
SIRT4	6.8625e-10
ZNF728	4.7070e-04
PCP4	2.1696e-03
FAM26F	9.4610e-03
REG3G	1.2831e-07
C10orf131	3.7440e-06
S100A8	1.3761e-01
MAGEB16	3.7021e-01
RP11-1085N6.3	3.7027e-01
RIPPLY1	9.4433e-03
PDHA2	3.9282e-09
C22orf43	2.9283e-19
TNFAIP8L2	3.8364e-02
C19orf35	2.1505e-03
RP11-712L6.5	3.6961e-01
TAS2R3	4.6636e-04
RP11-187E13.1	1.3718e-01
RP11-321F6.1	9.3616e-03
C19orf45	1.0898e-17
BOLA1	3.8160e-02
CLDND2	3.6610e-06
ORAI1	1.9068e-05
TCTA	4.6337e-04
AC136604.1	3.6879e-01
REP15	1.9073e-05
MIOX	1.0702e-17
OR2H2	1.9104e-05
LRRC19	3.1947e-12
SYT15	2.4168e-15
CCRL2	3.6861e-01
CXorf28	1.3641e-01
NRN1L	9.5233e-05
OR5D18	4.5902e-04
ASB13	6.5212e-10
CYP1A1	1.0635e-17
CTB-186H2.3	3.6795e-01
UCN2	3.7947e-02
RFNG	3.7851e-09
INSL5	1.3604e-01
TEX12	4.5664e-04
KPRP	3.0815e-12
CCDC70	9.2427e-03
CPO	7.2710e-21
COX16	1.8748e-05
KRTAP26-1	1.3581e-01
AC010336.1	3.5917e-06
CCDC115	1.2061e-07
AGAP7	3.7798e-02
BSND	1.0949e-10
OPN1MW	3.7781e-02
TNFAIP8L3	1.8707e-05
KRTAP10-9	1.8729e-05
OR52L1	1.8725e-05
UPK3A	1.0773e-10
IFITM1	1.3569e-01
FRG2	3.6635e-01
RP11-571M6.15	1.8659e-05
RP11-10J21.3	1.3543e-01
CCL18	9.1743e-03
KIR3DL1	8.3578e-14
FGF3	9.3139e-05
MRAP	2.0810e-03
TNP1	3.7552e-02
TNP2	9.1467e-03
NPBWR2	9.2479e-05
POP7	3.7473e-02
OR9G1	4.4763e-04
ZNF594	9.2635e-05
MGMT	1.1756e-07
ZNF556	9.2480e-05
TLDC1	9.7663e-18
C8orf12	3.7394e-02
SCN4B	6.4529e-07
CCDC179	9.0890e-03
ZBED2	4.4529e-04
C20orf85	1.8292e-05
AL049829.1	1.3466e-01
MRPL14	9.2387e-05
FAM86A	2.1924e-15
KHDC1	6.1330e-10
HINT3	3.4813e-06
PROKR1	1.1631e-07
PROSER2	1.1594e-07
XCL2	9.0664e-03
ZNF727	2.0573e-03
CYYR1	4.4425e-04
ZNF844	2.0558e-03
C22orf42	8.1231e-14
ATP5EP2	3.6391e-01
KB-1507C5.2	3.6430e-01
PLA2G2D	1.8079e-05
FCRL6	2.7809e-23
HTR5A-AS1	9.1314e-05
ZCCHC16	3.4473e-06
HCST	2.0464e-03
AC103809.2	3.7079e-02
C7orf50	3.4242e-06
MS4A12	3.4953e-09
PGLYRP1	1.7919e-05
C5orf28	1.1396e-07
LYZ	3.4114e-06
DAND5	2.0422e-03
AP5S1	9.0339e-05
UCP1	1.6903e-11
FAM109B	3.3928e-06
ZNF479	9.0123e-05
ZSCAN5D	6.2931e-07
APOL3	4.3634e-04
RP6-24A23.6	3.6317e-01
CCDC78	2.9690e-31
SULT1A3	3.6251e-01
NMBR	1.9761e-08
ANKRD20A1	3.3618e-06
LYZL2	1.1221e-07
C2orf53	6.1868e-07
AQP12B	2.0112e-03
SMPDL3A	6.2788e-21
ATP5E	8.8748e-03
SMIM5	1.3265e-01
LEMD1	3.3433e-06
CTD-2014B16.3	3.6562e-02
ZNF586	3.6539e-02
GTSF1L	1.9965e-03
RETN	3.6545e-02
CDNF	6.1335e-07
OR2A5	1.7421e-05
ADIRF	3.6481e-02
C12orf23	8.8522e-03
GAL3ST3	1.9296e-08
TMEM155	3.6443e-02
SFTA2	3.6441e-02
AC111200.1	3.6087e-01
B3GNT9	1.7363e-05
MPV17	9.6582e-11
TREM2	3.2892e-09
ECSCR	4.2521e-04
TMEM167A	4.2515e-04
NAT2	3.2744e-06
HRK	3.6033e-01
WFDC10B	3.6238e-02
CGB1	3.6312e-02
CAPS	1.7206e-05
CDCP2	9.4718e-11
PRM3	3.5959e-01
PDGFRL	1.1787e-14
RNASE10	1.9671e-03
ENPP7	1.1797e-14
TPRX1	3.5947e-01
RNF181	3.2390e-09
B3GNTL1	4.0733e-28
C17orf100	1.3110e-01
C3orf52	8.6244e-05
RDH14	1.7034e-05
ANKRD66	1.6946e-05
C8orf4	8.6883e-03
AGAP10	3.5899e-01
RP13-672B3.2	4.1945e-04
KRT32	1.3564e-18
FAM174A	8.5833e-05
AC006538.4	1.3057e-01
NAT14	8.6687e-03
HIST1H4F	1.3072e-01
OR5T3	4.1970e-04
C9orf169	8.6287e-03
OR10A4	1.6786e-05
